"raw_row_number","date","time","location","county_name","subject_age","subject_race","subject_sex","type","violation","speed","posted_speed","vehicle_color","vehicle_make","vehicle_model","vehicle_type","vehicle_registration_state","vehicle_year","raw_RACE","Dark"
4036280,2014-10-16,19H 40M 0S,"MSP NB M1|MSPK|9 - PARKWAY","Nassau County",51,"white","male","vehicular","HANDLEBARS-TOO HIGH  MOTORCYCLE",NA,NA,"gy - grey","hd",NA,"1 - passenger","NY",2003,"- - WHITE",0
4036716,2014-11-15,19H 57M 0S,"US ROUTE 209|209|2 - STATE","Sullivan County",42,"white","male","vehicular","SPEED OVER 55 ZONE",71,55,"mr - maroon","isu",NA,"1 - passenger","NY",1991,"- - WHITE",1
4037189,2014-11-01,19H 16M 0S,"SR-19|19|2 - STATE","Allegany County",57,"white","female","vehicular","NO DISTINCTIVE PLATE/INSECURE/DIRTY",NA,NA,"bk - black","ford",NA,"1 - passenger","NY",2010,"- - WHITE",0
4037702,2014-11-23,19H 0M 0S,NA,"Onondaga County",26,"white","male","vehicular","UNREGISTERED MOTOR VEHICLE",NA,NA,"bk - black","bmw",NA,"1 - passenger","NY",2011,"- - WHITE",1
4037858,2014-10-14,19H 27M 0S,NA,"Franklin County",48,"white","male","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"bk - black","hd",NA,"3 - motorcycle","NY",2009,"- - WHITE",0
4038590,2014-10-27,19H 36M 0S,"I-87S/B|87|1 - INTERSTATE","Essex County",50,"white","female","vehicular","FAILED TO DIM HEADLIGHTS",NA,NA,"wh - white","suba",NA,"1 - passenger",NA,2013,"- - WHITE",0
4039171,2014-10-15,19H 56M 0S,"I99|99|1 - INTERSTATE","Steuben County",42,"hispanic","male","vehicular","SPEED IN ZONE",87,65,"wh - white","kia",NA,"1 - passenger","PA",2014,"- - HISPANIC",0
4039192,2014-11-01,19H 8M 0S,"SR-3|3|2 - STATE","Oswego County",47,"white","male","vehicular","SPEED IN ZONE",61,40,"gy - grey","niss",NA,"1 - passenger","NY",2013,"- - WHITE",0
4039607,2014-11-25,19H 59M 0S,"SOUTHERN ST EB AT SPLIT TO SAG|SSPK|9 - PARKWAY","Suffolk County",27,"hispanic","female","vehicular","SPEED NOT REASONABLE & PRUDENT",NA,NA,"rd - red","mits",NA,"1 - passenger","NY",NA,"- - HISPANIC",1
4039730,2014-11-16,19H 32M 0S,"STATE ROUTE 22|22|2 - STATE","Washington County",65,"white","male","vehicular","THREW/DEPOSITED REFUSE/ETC HGWY",NA,NA,"gy - grey","chry",NA,"1 - passenger","NY",2006,"- - WHITE",1
4039800,2014-10-12,19H 47M 0S,"LAKE AVE|-|4 - TOWN","Suffolk County",32,"black","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","niss",NA,"1 - passenger","NY",2001,"- - BLACK",0
4040163,2014-11-23,19H 46M 0S,"I390 NORTH BOUND|390|1 - INTERSTATE","Steuben County",37,"white","male","vehicular","SPEED IN ZONE",81,65,"rd - red","hyun",NA,"1 - passenger","NJ",2014,"- - WHITE",1
4040525,2014-11-27,19H 19M 0S,"SR 23|23|2 - STATE","Greene County",18,"white","male","vehicular","NO DISTINCTIVE PLATE/INSECURE/DIRTY",NA,NA,"bk - black","dodg",NA,"5 - truck","NY",2012,"- - WHITE",1
4041061,2014-10-05,19H 45M 0S,"BROAD ST|26|5 - VILLAGE","Jefferson County",21,"white","male","vehicular","DRIVING WHILE INTOXICATED (MISD)",NA,NA,"gy - grey","chry",NA,"1 - passenger","NY",2012,"- - WHITE",0
4041601,2014-11-28,19H 27M 0S,"I-87N/B|87|1 - INTERSTATE","Essex County",58,"white","male","vehicular","BACK SEAT PASS AGE 8-15 NO/IMPROPR SEAT BELT",NA,NA,"rd - red","niss",NA,"1 - passenger","NJ",2014,"- - WHITE",1
4041853,2014-10-11,19H 56M 0S,"SR 16|16|2 - STATE","Cattaraugus County",35,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bl - blue","gmc",NA,"1 - passenger","NY",2011,"- - WHITE",0
4042182,2014-10-17,19H 10M 0S,"BROADWAY|---|6 - CITY","Schenectady County",45,"black","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"wh - white","hyun",NA,"1 - passenger","NY",2004,"- - BLACK",0
4042419,2014-10-24,19H 21M 0S,"ST RT 49|49|2 - STATE","Oswego County",46,"asian/pacific islander","female","vehicular","IMPROPER LEFT TURN-TWO-WAY RDWY",NA,NA,"gy - grey","niss",NA,"1 - passenger","NY",2013,"- - ASIAN - EAST INDIAN",0
4042554,2014-11-13,19H 4M 0S,"STATE ROUTE 22|22|2 - STATE","Dutchess County",54,"white","male","vehicular","DRIV'G W/.08 OF 1% OR  MORE OF ALC (FEL)",NA,NA,"gy - grey","chev",NA,"5 - truck","NY",2004,"- - WHITE",1
4042634,2014-11-23,19H 4M 0S,"S/B SAG S/O S2|SAPK|9 - PARKWAY","Suffolk County",20,"white","male","vehicular","SPEED OVER 55 ZONE",78,55,"wh - white","ford",NA,"1 - passenger","NY",2014,"- - WHITE",1
4042828,2014-11-23,19H 17M 0S,"SSP EB EX 19|SSPK|9 - PARKWAY","Nassau County",45,"black","female","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"bk - black","lexs",NA,"1 - passenger","NY",2005,"- - BLACK",1
4042976,2014-10-28,19H 15M 0S,"ROBERT MOSES PKWY|RMPK|9 - PARKWAY","Niagara County",58,"white","male","vehicular","HUT/AFC  NO/SWITCHED TAX PERMIT/STICKER",NA,NA,"wh - white","frht",NA,"6 - truck/tractor","CA",1999,"- - WHITE",0
4043135,2014-10-20,19H 58M 0S,"SR 16|16|2 - STATE","Cattaraugus County",48,"white","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"rd - red","chry",NA,"1 - passenger","NY",2007,"- - WHITE",0
4043837,2014-10-24,19H 56M 0S,"SR 20 (WB)|20|2 - STATE","Columbia County",65,"asian/pacific islander","male","vehicular","FAILED TO USE DESIGNATED LANE",NA,NA,"bk - black","ford",NA,"1 - passenger","MA",2014,"- - ASIAN - EAST INDIAN",0
4044098,2014-10-24,19H 37M 0S,"I-87 S/B|87|1 - INTERSTATE","Greene County",22,"other","male","vehicular","SPEED OVER 55 ZONE",88,55,"gy - grey","hond",NA,"1 - passenger","NY",2006,"- - OTHER",0
4044439,2014-10-23,19H 47M 0S,"CTY RTE 202|202|3 - COUNTY","Jefferson County",45,"black","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","hyun",NA,"1 - passenger","NY",2009,"- - BLACK",0
4044673,2014-10-14,19H 18M 0S,NA,"Erie County",22,"white","male","vehicular","NO SEAT BELT (LAP BELT)",NA,NA,"rd - red","niss",NA,"1 - passenger","NY",1992,"- - WHITE",0
4045491,2014-11-04,19H 45M 0S,"STATE ROUTE 22|22|2 - STATE","Westchester County",55,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","volk",NA,"1 - passenger","NY",2004,"- - WHITE",0
4045659,2014-11-22,19H 51M 0S,NA,"Ulster County",22,"black","male","vehicular","UNLICENSED OPERATOR",NA,NA,"gy - grey","volk",NA,"1 - passenger","FL",2003,"- - BLACK",1
4045697,2014-10-09,19H 55M 0S,"I-190 S MM 3.5|190|1 - INTERSTATE","Erie County",24,"white","female","vehicular","SPEED OVER 55 ZONE",67,55,"gr - green","ford",NA,"1 - passenger","NY",1999,"- - WHITE",0
4046195,2014-10-28,19H 15M 0S,"ROBERT MOSES PKWY|RMPK|9 - PARKWAY","Niagara County",58,"white","male","vehicular","DISOBEYED TRAFFIC CONTROL DEVICE",NA,NA,"wh - white","frht",NA,"6 - truck/tractor","CA",1999,"- - WHITE",0
4046226,2014-10-30,19H 37M 0S,"I 781 W/B|781|1 - INTERSTATE","Jefferson County",22,"white","female","vehicular","SPEED IN ZONE",72,55,"gy - grey","hond",NA,"1 - passenger","OK",2012,"- - WHITE",0
4046975,2014-11-26,19H 19M 0S,"I-88 WB|88|1 - INTERSTATE","Schoharie County",35,"black","male","vehicular","UNREGISTERED TRAILER",NA,NA,"pr - purple","kw",NA,"6 - truck/tractor","MO",2014,"- - BLACK",1
4047707,2014-11-23,19H 17M 0S,"SSP EB EX 19|SSPK|9 - PARKWAY","Nassau County",45,"black","female","vehicular","BACK SEAT PASS AGE 8-15 NO/IMPROPR SEAT BELT",NA,NA,"bk - black","lexs",NA,"1 - passenger","NY",2005,"- - BLACK",1
4048093,2014-10-28,19H 40M 0S,"STATE ROUTE 9|9|2 - STATE","Saratoga County",21,"white","male","vehicular","SIDEWINGS/SIDEWINDOWS/NON/TRASNPRNT",NA,NA,"gy - grey","dodg",NA,"1 - passenger","NY",NA,"- - WHITE",0
4048127,2014-11-11,19H 8M 0S,"CR-57 AT PINE HOLLOW DR|57|3 - COUNTY","Onondaga County",32,"white","male","vehicular","UNSAFE STARTING",NA,NA,"rd - red","ford",NA,"p - pick-up truck","NY",2001,"- - WHITE",1
4048159,2014-11-29,19H 56M 0S,"TACONIC STATE PKWY|TSPK|9 - PARKWAY","Dutchess County",21,"white","male","vehicular","SPEED OVER 55 ZONE",75,55,"gl - gold","jeep",NA,"1 - passenger","NY",2007,"- - WHITE",1
4048383,2014-11-07,19H 43M 0S,"I-87|87|1 - INTERSTATE","Albany County",21,"hispanic","male","vehicular","REAR SIDE WINDOWS NON/TRANSPARENT",NA,NA,"gy - grey","volk",NA,"1 - passenger","NY",2001,"- - HISPANIC",1
4048484,2014-11-16,19H 10M 0S,NA,"Orange County",42,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"tn - tan","chev",NA,"1 - passenger","NY",2002,"- - WHITE",1
4048617,2014-11-28,19H 17M 0S,"MSP S/B|MSPK|9 - PARKWAY","Nassau County",53,"white","male","vehicular","DRIV'G W/.08 OF 1% OR  MORE OF ALC (MISD)",NA,NA,"bk - black","chev",NA,"1 - passenger","FL",2001,"- - WHITE",1
4048727,2014-10-16,19H 0M 0S,"INTERSTATE 84 EAST|84|1 - INTERSTATE","Orange County",33,"hispanic","male","vehicular","UNSAFE TIRE",NA,NA,"rd - red","ford",NA,"1 - passenger","NY",2001,"- - HISPANIC",0
4049714,2014-11-04,19H 17M 0S,"ST 8|8|2 - STATE","Oneida County",68,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","suba",NA,"1 - passenger","NY",2011,"- - WHITE",0
4049793,2014-11-10,19H 33M 0S,NA,"Suffolk County",19,"white","male","vehicular","OP MV- MOBILE PHONE",NA,NA,"gy - grey","niss",NA,"1 - passenger","NY",2008,"- - WHITE",1
4049914,2014-10-11,19H 57M 0S,"I-87 S/B|87|1 - INTERSTATE","Orange County",51,"white","male","vehicular","FLD DUE CARE FOR EMERG VEH STOPPED OR STANDING",NA,NA,"wh - white","hond",NA,"1 - passenger","NJ",2013,"- - WHITE",0
4050291,2014-11-23,19H 0M 0S,NA,"Oneida County",36,"white","female","vehicular","FAILED TO KEEP RIGHT",NA,NA,"bl - blue","volv",NA,"1 - passenger","NY",2008,"- - WHITE",1
4050875,2014-10-08,19H 18M 0S,"SR 3|3|2 - STATE","Oswego County",19,"white","male","vehicular","NO/INADEQUATE LIGHTS PASSENGERS SIDE-OUT",NA,NA,"wh - white","pont",NA,"1 - passenger","NY",2007,"- - WHITE",0
4051040,2014-11-05,19H 27M 0S,"E/B SOUTHERN STATE PARKWAY|SSPK|9 - PARKWAY","Suffolk County",55,"white","female","vehicular","DRIVING WHILE INTOXICATED (MISD)",NA,NA,"rd - red","buic",NA,"1 - passenger","NY",2010,"- - WHITE",0
4051371,2014-11-11,19H 45M 0S,NA,"Jefferson County",33,"white","male","vehicular","FAILED TO DIM HEADLIGHTS",NA,NA,"gy - grey","volv",NA,"1 - passenger","NY",2002,"- - WHITE",1
4052174,2014-11-28,19H 52M 0S,"STATE ROUTE 110|110|2 - STATE","Suffolk County",26,"hispanic","male","vehicular","UNLICENSED OPERATOR",NA,NA,"bl - blue","hond",NA,"1 - passenger","TX",2003,"- - HISPANIC",1
4052717,2014-11-02,19H 0M 0S,NA,"Clinton County",35,"white","female","vehicular","DRIV'G W/.08 OF 1% OR  MORE OF ALC (MISD)",NA,NA,"bk - black","hyun",NA,"1 - passenger","NY",2010,"- - WHITE",0
4053434,2014-11-06,19H 35M 0S,"I290 W/B|290|1 - INTERSTATE","Erie County",22,"white","female","vehicular","FOLLOWING TOO CLOSELY",NA,NA,"gy - grey","toyt",NA,"1 - passenger","NY",2007,"- - WHITE",0
4053581,2014-11-29,19H 51M 0S,"SR 205|205|2 - STATE","Otsego County",21,"black","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"tn - tan","infi",NA,"1 - passenger","NY",2004,"- - BLACK",1
4053835,2014-10-19,19H 44M 0S,"490 EAST|490|1 - INTERSTATE","Monroe County",25,"white","male","vehicular","SPEED OVER 55 ZONE",78,55,"gy - grey","toyt",NA,"1 - passenger","NY",2010,"- - WHITE",0
4053921,2014-11-13,19H 12M 0S,"STATE RTE 31|31|2 - STATE","Madison County",29,"white","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"bk - black","gmc",NA,"1 - passenger","NY",2006,"- - WHITE",1
4054160,2014-11-27,19H 42M 0S,"ST/RT 13|13|2 - STATE","Chemung County",28,"white","male","vehicular","INADEQUATE/NO MUFFLER",NA,NA,"wh - white","jeep",NA,"1 - passenger","NY",1997,"- - WHITE",1
4054196,2014-10-07,19H 58M 0S,"I-287, E/B, MPM 3.8|87|1 - INTERSTATE","Westchester County",47,"white","male","vehicular","SPEED OVER 55 ZONE",77,55,"bk - black","telsa",NA,"1 - passenger","CT",2013,"- - WHITE",0
4054262,2014-10-10,19H 40M 0S,"SR 9|9|2 - STATE","Saratoga County",57,"black","male","vehicular","SIDEWINGS/SIDEWINDOWS/NON/TRASNPRNT",NA,NA,"bk - black","jeep",NA,"1 - passenger","NY",2009,"- - BLACK",0
4054761,2014-11-21,19H 42M 0S,"ST RT 104|104|2 - STATE","Wayne County",58,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"wh - white","hyun",NA,"1 - passenger","NY",2008,"- - WHITE",1
4054976,2014-11-09,19H 11M 0S,"TRANSIT RD N/B @ BULLIS|78|2 - STATE","Erie County",24,"white","male","vehicular","REAR SIDE WINDOWS NON/TRANSPARENT-D/S REAR 17%",NA,NA,"gy - grey","dodg",NA,"1 - passenger","NY",2008,"- - WHITE",1
4055098,2014-11-04,19H 35M 0S,NA,"Monroe County",45,"white","female","vehicular","DRIVING WHILE INTOXICATED (MISD)",NA,NA,"gy - grey","gmc",NA,"1 - passenger","NY",2007,"- - WHITE",0
4055226,2014-11-09,19H 14M 0S,"INNER LOOP|940A|2 - STATE","Monroe County",17,"black","male","vehicular","UNLICENSED OPERATOR",NA,NA,"br- brown","ford",NA,"1 - passenger","NY",2003,"- - BLACK",1
4055624,2014-10-17,19H 50M 0S,"STATE ROUTE 9 N/B|9|2 - STATE","Saratoga County",24,"black","male","vehicular","AGGRAVATED UNLIC OPER-2ND DEG.",NA,NA,"gy - grey","niss",NA,"1 - passenger","NY",2012,"- - BLACK",0
4056202,2014-10-13,19H 33M 0S,"STATE ROUTE 40|40|2 - STATE","Washington County",85,"white","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"gr - green","ford",NA,"1 - passenger","NY",1998,"- - WHITE",0
4056227,2014-11-07,19H 18M 0S,"I787 NB|787|1 - INTERSTATE","Albany County",62,"other","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"bk - black","chev",NA,"1 - passenger","VT",2009,"- - OTHER",1
4056873,2014-10-11,19H 27M 0S,"87NB|87|1 - INTERSTATE","Greene County",24,"white","male","vehicular","SPEED IN ZONE",82,65,"bl - blue","ford",NA,"1 - passenger","NY",2007,"- - WHITE",0
4057528,2014-11-19,19H 43M 0S,"NEW YORK STATE THRUWAY|87|1 - INTERSTATE","Albany County",26,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bk - black","volk",NA,"1 - passenger","NY",2013,"- - WHITE",1
4058128,2014-11-27,19H 15M 0S,"SR 32|32|2 - STATE","Greene County",24,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"wh - white","kia",NA,"1 - passenger","NY",2006,"- - WHITE",1
4058180,2014-11-01,19H 51M 0S,"US HWY 9|9|2 - STATE","Columbia County",20,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"rd - red","suba",NA,"1 - passenger","CT",1998,"- - WHITE",0
4058184,2014-11-30,19H 25M 0S,"WARNERS SERVICE AREA I-90|90|8 - PARKING LOT","Onondaga County",18,"white","female","vehicular","FOLLOWING TOO CLOSELY",NA,NA,"bk - black","ford",NA,"1 - passenger","NY",2008,"- - WHITE",1
4058285,2014-11-22,19H 32M 0S,NA,"Onondaga County",19,"white","female","vehicular","SPEED IN ZONE",71,45,"bk - black","chev",NA,"1 - passenger","NY",2001,"- - WHITE",1
4058347,2014-11-16,19H 52M 0S,"PALISADES PARKWAY S/B|PIPK|9 - PARKWAY","Rockland County",20,"white","male","vehicular","IMPROPER PLATES",NA,NA,"gy - grey","suba",NA,"1 - passenger","NY",2006,"- - WHITE",1
4058464,2014-10-26,19H 58M 0S,"I99 NB|99|1 - INTERSTATE","Steuben County",19,"white","female","vehicular","SPEED IN ZONE",81,65,"gy - grey","toyt",NA,"1 - passenger","CA",2003,"- - WHITE",0
4058644,2014-11-09,19H 14M 0S,NA,"Ulster County",33,"white","female","vehicular","NO/INADEQUATE LIGHTS DRIVERSIDE",NA,NA,"bk - black","volk",NA,"1 - passenger","NJ",2008,"- - WHITE",1
4059066,2014-10-24,19H 13M 0S,NA,"Monroe County",24,"black","male","vehicular","UNLICENSED OPERATOR",NA,NA,"wh - white","gm",NA,"1 - passenger","VA",2015,"- - BLACK",0
4059118,2014-11-25,19H 55M 0S,NA,"Washington County",26,"white","female","vehicular","NO/INADEQUATE LIGHTS-DRIVER HEADLAMP",NA,NA,"rd - red","bmw",NA,"1 - passenger","NY",1995,"- - WHITE",1
4059185,2014-10-18,19H 20M 0S,"STATE ROUTE 56|56|2 - STATE","St Lawrence County",21,"white","female","vehicular","NO/INADEQUATE LIGHTS( PASSENGERC SIDE HIGH BEAM )",NA,NA,"rd - red","ford",NA,"1 - passenger","NY",2001,"- - WHITE",0
4059324,2014-11-01,19H 35M 0S,"STATE HIGHWAY 23|23|2 - STATE","Delaware County",38,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bl - blue","ford",NA,"1 - passenger","NY",2012,"- - WHITE",0
4059542,2014-11-17,19H 58M 0S,"I87N/B|87|1 - INTERSTATE","Greene County",20,"black","male","vehicular","SPEED IN ZONE",92,65,"gy - grey","hyun",NA,"1 - passenger","NY",2013,"- - BLACK",1
4059683,2014-11-01,19H 28M 0S,"STATE ROUTE 126|126|2 - STATE","Jefferson County",21,"white","female","vehicular","INADEQUATE OR NO STOP LAMPS",NA,NA,"rd - red","kia",NA,"1 - passenger","NY",2013,"- - WHITE",0
4059837,2014-11-23,19H 15M 0S,"STATE ROUTE 31|31|2 - STATE","Wayne County",47,"white","male","vehicular","DRIVING TO LEFT OF PAVEMENT MARKINGS",NA,NA,"bl - blue","hond",NA,"1 - passenger","NY",2004,"- - WHITE",1
4060104,2014-11-06,19H 57M 0S,NA,"Essex County",23,"white","male","vehicular","BACKING UNSAFELY",NA,NA,"mr - maroon","jeep",NA,"1 - passenger","NY",2001,"- - WHITE",0
4060160,2014-11-11,19H 27M 0S,"SR 56|56|2 - STATE","St Lawrence County",35,"white","female","vehicular","NO/INADEQUATE LIGHTS (PASSENGER SIDE)",NA,NA,"tn - tan","chev",NA,"1 - passenger","NY",2005,"- - WHITE",1
4060495,2014-11-14,19H 17M 0S,NA,"Broome County",32,"white","female","vehicular","BACKING UNSAFELY",NA,NA,"tn - tan","buic",NA,"1 - passenger","NY",2004,"- - WHITE",1
4060696,2014-11-23,19H 33M 0S,"STATE ROUTE 4|4|2 - STATE","Washington County",41,"white","female","vehicular","NO HEADLAMP DRIVER SIDE",NA,NA,"gy - grey","suba",NA,"1 - passenger","NY",2011,"- - WHITE",1
4061543,2014-10-11,19H 54M 0S,NA,"Oneida County",20,"white","male","vehicular","AGGRAVATED UNLIC OP 3RD (MISD)",NA,NA,"gy - grey","niss",NA,"1 - passenger","NY",2009,"- - WHITE",0
4062031,2014-11-23,19H 0M 0S,NA,"Onondaga County",26,"white","male","vehicular","OPERATING WITHOUT INSURANCE",NA,NA,"bk - black","bmw",NA,"1 - passenger","NY",2011,"- - WHITE",1
4062112,2014-10-23,19H 56M 0S,"I-87S/B|87|1 - INTERSTATE","Essex County",20,"white","female","vehicular","FLD/NOTIFY DMV CHANGE OF ADDRESS",NA,NA,"bk - black","niss",NA,"1 - passenger","NY",2012,"- - WHITE",0
4062606,2014-10-27,19H 58M 0S,"INTERSTATE 88|88|1 - INTERSTATE","Otsego County",38,"white","male","vehicular","SPEED IN ZONE",79,65,"bk - black","mazd",NA,"1 - passenger","NY",2003,"- - WHITE",0
4063025,2014-11-22,19H 35M 0S,"SR 104|104|2 - STATE","Wayne County",23,"white","female","vehicular","FAILED TO CHANGE ADDRESS/REG",NA,NA,"bk - black","hyun",NA,"1 - passenger","NY",2010,"- - WHITE",1
4063492,2014-10-26,19H 57M 0S,"I-87 S/B|87|1 - INTERSTATE","Orange County",29,"white","male","vehicular","SPEED IN ZONE",80,65,"gr - green","toyt",NA,"1 - passenger","NY",2013,"- - WHITE",0
4063579,2014-10-21,19H 33M 0S,NA,"Monroe County",27,"white","male","vehicular","INADEQUATE/NO MUFFLER",NA,NA,"gy - grey","strn",NA,"1 - passenger","NY",2002,"- - WHITE",0
4063585,2014-11-14,19H 51M 0S,"I-190 N/B|190|1 - INTERSTATE","Erie County",41,"white","male","vehicular","SPEED OVER 55 ZONE",70,55,"bk - black","ford",NA,"1 - passenger","NY",2015,"- - WHITE",1
4064095,2014-10-17,19H 53M 0S,"I 490 WEST|490|1 - INTERSTATE","Monroe County",66,"white","male","vehicular","SPEED OVER 55 ZONE",73,55,"gy - grey","lexs",NA,"1 - passenger","NY",2010,"- - WHITE",0
4064437,2014-10-26,19H 0M 0S,"I-81 N/B|81|1 - INTERSTATE","Broome County",20,"white","male","vehicular","SPEED IN ZONE",80,65,"gy - grey","jeep",NA,"1 - passenger","MA",2008,"- - WHITE",0
4064547,2014-11-20,19H 36M 0S,"NSP EB EO 35|NSPK|9 - PARKWAY","Nassau County",28,"other","female","vehicular","SPEED NOT REASONABLE & PRUDENT",NA,NA,"wh - white","niss",NA,"1 - passenger","NY",2010,"- - OTHER",1
4064787,2014-10-01,19H 41M 0S,"INTERSTATE 84 WEST|84|1 - INTERSTATE","Orange County",24,"black","male","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"gy - grey","niss",NA,"1 - passenger","NY",2005,"- - BLACK",0
4064892,2014-11-28,19H 11M 0S,"ROUTE 199|199|2 - STATE","Dutchess County",35,"white","female","vehicular","INADEQUATE OR NO STOP LAMPS",NA,NA,"bk - black","kia",NA,"1 - passenger","NY",2006,"- - WHITE",1
4065738,2014-10-06,19H 41M 0S,"S/R 9/20 W/B|9|2 - STATE","Rensselaer County",27,"white","male","vehicular","FAILED TO KEEP RIGHT",NA,NA,"gr - green","merc",NA,"1 - passenger","NY",1997,"- - WHITE",0
4065883,2014-11-26,19H 54M 0S,"NIAGARA FALLS BLVD|62|2 - STATE","Niagara County",58,"white","female","vehicular","PASSED RED SIGNAL",NA,NA,"bk - black","merz",NA,"1 - passenger","NY",2013,"- - WHITE",1
4066109,2014-11-14,19H 11M 0S,NA,"Cortland County",19,"other","male","vehicular","CONSUMPTION/ALCOHOL IN MOTR VEHICLE",NA,NA,"gy - grey","niss",NA,"1 - passenger","NY",2011,"- - OTHER",1
4066595,2014-11-09,19H 26M 0S,"SR 104|104|2 - STATE","Wayne County",30,"white","female","vehicular","NO/INADEQUATE LIGHTS-PASSENGER",NA,NA,"bl - blue","dodg",NA,"v - van","NY",2006,"- - WHITE",1
4067052,2014-11-22,19H 52M 0S,"SBP SB|SBPK|9 - PARKWAY","Westchester County",21,"white","male","vehicular","IMPROPER/NO SIGNAL",NA,NA,"bk - black","hond",NA,"1 - passenger","NY",2014,"- - WHITE",1
4067126,2014-10-19,19H 55M 0S,NA,"Steuben County",23,"white","male","vehicular","BACKING UNSAFELY",NA,NA,"gy - grey","dodg",NA,"1 - passenger","NY",2011,"- - WHITE",0
4067214,2014-11-20,19H 36M 0S,"1129A|NSPK|9 - PARKWAY","Nassau County",31,"other","male","vehicular","FOLLOWING TOO CLOSELY",NA,NA,"gy - grey","dodg",NA,"1 - passenger","NY",2013,"- - OTHER",1
4068170,2014-10-25,19H 59M 0S,"HOOPER RD S/B|33|3 - COUNTY","Broome County",49,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","dodg",NA,"1 - passenger","NY",2005,"- - WHITE",0
4068650,2014-11-01,19H 55M 0S,NA,"Onondaga County",59,"white","male","vehicular","FLD TO STOP @ STOP SIGN",NA,NA,"bk - black","niss",NA,"1 - passenger","NY",2011,"- - WHITE",0
4068920,2014-11-30,19H 35M 0S,"SUNK MDW PWY NB S OF 25 LN 2|SUPK|9 - PARKWAY","Suffolk County",32,"white","female","vehicular","DRIVING WHILE INTOXICATED (MISD)",NA,NA,"gy - grey","chry",NA,"1 - passenger","NY",2004,"- - WHITE",1
4068946,2014-11-18,19H 56M 0S,"ST HWY 320 W/B|320|2 - STATE","Chenango County",52,"white","male","vehicular","IMPROPER/NO SIGNAL",NA,NA,"bl - blue","chev",NA,"1 - passenger","NY",2012,"- - WHITE",1
4069006,2014-10-22,19H 52M 0S,"ST-20/SB|60|2 - STATE","Chautauqua County",35,"white","female","vehicular","NO/INADEQUATE LIGHT-DRIVER SIDE",NA,NA,"bl - blue","dodg",NA,"1 - passenger","NY",2005,"- - WHITE",0
